customer_id,first_name,last_name,email,city,account_type,signup_date,credit_score,annual_income,is_active
CUST_01436,Alan,Carpenter,batessian@example.com,Port Georgiaburgh,savings,2022-08-01,603,49788.09,True
CUST_01437,Abbie,Franklin,georgia05@example.com,Clarkmouth,premium,2022-12-03,802,53157.54,True
CUST_01438,Tina,Robson,vincentriley@example.net,Morrisburgh,current,2021-08-07,574,54050.63,True
CUST_01439,Clifford,Ellis,natalie61@example.com,West Aimee,current,2024-05-28,463,46519.11,False
CUST_01440,Tracy,Chambers,albert42@example.net,Victoriaport,current,2024-04-20,686,59853.65,True
CUST_01441,Frank,Hussain,kathryn65@example.org,North Gordon,current,2022-07-10,793,58666.58,True
CUST_01442,Mohammed,Powell,ldoyle@example.org,Kimberleybury,current,2022-10-24,689,40813.72,False
CUST_01443,Shirley,Hughes,ann80@example.com,Lake Frances,savings,2025-07-03,594,29280.28,True
CUST_01444,Kathryn,Hawkins,khanangela@example.net,Ricehaven,premium,2024-04-23,848,17379.11,True
CUST_01445,Nathan,Ward,geraldmorris@example.org,Hannahchester,savings,2024-03-22,486,87827.66,False
CUST_01446,Olivia,Cox,jill30@example.org,Turnertown,premium,2024-09-06,662,29987.94,True
CUST_01447,James,Myers,amycarr@example.net,Lake Daniel,savings,2025-07-04,422,32882.78,True
CUST_01448,Ann,Fitzgerald,gail28@example.net,Chloetown,savings,2022-03-16,719,79387.56,False
CUST_01449,Wayne,Hall,vburrows@example.org,Rosemaryfurt,current,2021-09-06,551,52657.25,False
CUST_01450,Douglas,Short,deborah39@example.com,West Angelashire,current,2025-05-28,829,35411.51,True
CUST_01451,Karl,Griffiths,phillippeters@example.net,Bakerland,savings,2025-05-19,362,35418.98,True
CUST_01452,Molly,Evans,yfleming@example.org,Kevinview,savings,2024-05-26,484,9529.91,True
CUST_01453,Kim,Berry,millergeorgina@example.com,South Lawrencefort,current,2024-01-07,504,45507.77,True
CUST_01454,Jack,Tomlinson,longnaomi@example.org,Helenberg,savings,2023-04-10,387,6606.54,True
CUST_01455,Leslie,Herbert,trevor95@example.org,Dorothyville,premium,2025-08-24,506,64578.48,True
CUST_01456,Thomas,James,boylebernard@example.net,Adamsland,savings,2022-10-24,420,24869.73,False
CUST_01457,Owen,Birch,graeme24@example.com,Port Ashleigh,current,2022-02-06,684,74754.54,True
CUST_01458,Dorothy,Hill,forsteralex@example.net,North Leon,current,2024-04-02,320,46705.63,False
CUST_01459,Jessica,Potter,palmermichelle@example.net,Lawrencetown,savings,2021-10-31,541,47714.37,True
CUST_01460,Sara,Thompson,rowelaura@example.com,Alanborough,current,2022-01-22,368,48298.2,True
CUST_01461,Chloe,Green,owalker@example.com,Lake Gemmaland,current,2022-03-01,428,23296.99,True
CUST_01462,Maurice,Ahmed,maria17@example.net,McKenzieton,current,2025-04-29,611,28491.79,True
CUST_01463,Suzanne,Collins,george10@example.com,Wattsland,current,2021-07-13,834,62149.47,False
CUST_01464,Edward,Cooper,suzanne30@example.net,New Declan,current,2025-01-21,351,27667.61,True
CUST_01465,Kerry,Simpson,hayley52@example.com,Aaronstad,savings,2023-02-14,452,35145.01,False
CUST_01466,Trevor,Welch,singhsophie@example.org,New Damianside,savings,2023-03-11,688,56388.29,True
CUST_01467,Carolyn,Young,cooperjoanne@example.org,Gerardbury,current,2022-05-30,847,17276.84,True
CUST_01468,Sandra,Wallis,clare55@example.org,Staceyside,premium,2025-02-06,613,73980.6,True
CUST_01469,Deborah,Ball,xward@example.com,Port Yvonne,savings,2022-05-27,396,57757.93,False
CUST_01470,Abigail,Wilkinson,kellyjoel@example.com,Lake Rogerfort,premium,2023-01-06,305,39265.58,True
CUST_01471,Kevin,Kelly,joanneford@example.com,Lake Bruce,premium,2024-12-21,408,16986.52,True
CUST_01472,Billy,Price,alice67@example.org,Coxview,current,2023-11-20,560,45286.64,True
CUST_01473,Julia,Gray,jonesneil@example.net,Lake Jayne,current,2022-03-11,725,38515.28,True
CUST_01474,Bradley,Whittaker,ywheeler@example.net,Barryland,premium,2025-05-23,713,61058.48,True
CUST_01475,Lesley,Todd,clivechadwick@example.com,Scottmouth,premium,2025-12-13,756,54472.64,True
CUST_01476,Paul,Metcalfe,sturner@example.net,South Leanne,current,2021-10-28,671,26472.38,False
CUST_01477,Julie,Allen,hollymarshall@example.com,Wrightfort,savings,2023-04-30,794,-10221.24,False
CUST_01478,Lynn,Turner,lyndaedwards@example.com,North Ruth,savings,2026-02-13,546,36665.95,True
CUST_01479,Richard,Brown,bholden@example.net,New Kathleentown,current,2023-09-21,749,74234.76,True
CUST_01480,Margaret,Knight,bryanread@example.com,Davidmouth,current,2021-05-07,588,48221.03,True
CUST_01481,Hugh,Cunningham,clairepatel@example.net,Gemmaview,current,2021-04-01,713,39379.61,True
CUST_01482,Joel,Dyer,sharon02@example.com,Evansbury,premium,2025-04-09,414,53499.32,False
CUST_01483,Brenda,Khan,quinnelliott@example.com,Scottberg,current,2024-10-19,533,16647.52,False
CUST_01484,Leslie,Byrne,jsavage@example.org,Joshuamouth,premium,2024-07-17,546,56997.19,True
CUST_01485,Keith,Holmes,griffithslucy@example.org,Port Duncan,savings,2024-11-30,426,30260.28,False
CUST_01486,Robin,Chamberlain,craig32@example.org,West Andrew,premium,2021-04-11,711,31030.22,True
CUST_01487,Leigh,French,tcooper@example.com,Fullermouth,current,2022-05-06,662,3157.86,False
CUST_01488,Thomas,Clark,bevanjoe@example.org,Amyberg,current,2022-02-09,780,73256.68,True
CUST_01489,Chloe,Harris,zoe61@example.net,North Michaelmouth,current,2025-01-10,318,28061.75,False
CUST_01490,Lynn,Parsons,naomi17@example.net,South Jennatown,current,2024-04-23,748,79396.92,False
CUST_01491,Tony,Bell,austinelliot@example.com,Geoffreyfurt,current,2025-04-14,653,65304.56,True
CUST_01492,Antony,Pearson,haleroy@example.com,Mitchellport,savings,2024-12-18,392,40175.38,False
CUST_01493,Connor,Ward,josephinedaly@example.com,New Lynnton,current,2024-02-04,538,50036.74,True
CUST_01494,Stanley,Hussain,smithsamuel@example.net,New Vincent,current,2021-04-13,616,26662.31,True
CUST_01495,Joanna,Begum,leighpage@example.org,Valeriemouth,current,2021-10-30,594,53669.79,True
CUST_01496,Emily,Waters,anne58@example.net,New Andrewville,current,2025-06-27,370,28878.65,True
CUST_01497,Jeffrey,Lynch,nathan99@example.com,Reedview,savings,2024-02-26,568,62169.02,False
CUST_01498,Helen,Brady,pageyvonne@example.org,Hopkinsville,savings,2023-10-13,306,40307.59,True
CUST_01499,Jemma,Marsh,parrymohamed@example.net,Gardnerport,current,2021-11-06,613,-8695.76,True
CUST_01500,Mathew,Atkinson,abigail89@example.com,Marcville,current,2021-05-21,828,50191.47,True
CUST_01501,Dorothy,Brooks,uhayes@example.net,Gavinberg,savings,2026-01-09,470,44086.0,True
CUST_01502,Wendy,Barker,kingdamian@example.org,New Elizabeth,savings,2023-08-15,506,29700.16,True
CUST_01503,Terence,Norman,vclarke@example.org,South Francisborough,current,2025-01-14,840,74283.54,True
CUST_01504,Hilary,Walsh,max02@example.com,East Shirleyside,current,2024-12-03,679,64937.18,True
CUST_01505,Tracy,Williams,elliot90@example.org,South Helen,premium,2025-04-01,443,69889.96,True
CUST_01506,Julie,Payne,vhall@example.net,South Mohammad,current,2024-03-05,804,47640.42,True
CUST_01507,Lorraine,Gibson,fionaread@example.org,Aaronmouth,savings,2024-07-02,635,38092.14,True
CUST_01508,Hugh,Haynes,kirsty37@example.org,Royborough,savings,2022-04-26,498,39502.02,True
CUST_01509,Katy,Cartwright,wevans@example.net,Port Lukeview,current,2025-12-13,712,51674.56,True
CUST_01510,Reece,Harrison,ztaylor@example.com,New Juliafurt,current,2025-03-12,728,39047.78,True
CUST_01511,Hayley,Thomas,holdentoby@example.com,Waynechester,premium,2024-07-17,438,41308.31,True
CUST_01512,Julie,Farmer,georgewright@example.net,Rachelhaven,savings,2025-10-10,531,31036.09,True
CUST_01513,Gregory,Patterson,vincent43@example.org,Hawkinstown,current,2022-12-05,734,27059.07,True
CUST_01514,Jamie,Brooks,ellishannah@example.com,Morganfort,current,2023-12-15,833,31539.06,True
CUST_01515,Joshua,Jackson,nicola55@example.net,East Dorothy,savings,2025-10-03,817,61968.62,True
CUST_01516,Trevor,Marshall,gjones@example.com,New Kimberg,current,2021-11-12,591,62.21,True
CUST_01517,Katherine,Price,wmills@example.net,West Aaron,current,2023-09-26,634,48830.79,True
CUST_01518,Sam,Davies,xphillips@example.com,Hilltown,current,2022-07-01,381,33805.15,True
CUST_01519,Damien,Davies,bellarthur@example.net,Barryton,current,2025-01-11,632,39104.41,True
CUST_01520,Duncan,Parkin,xjarvis@example.net,Sandraberg,current,2024-04-08,520,71923.57,True
CUST_01521,Lydia,Mills,lloyddanny@example.com,Port Philip,savings,2022-12-13,622,32292.75,True
CUST_01522,Lucy,Matthews,johnbeverley@example.com,Robertsshire,current,2024-04-03,339,21206.67,True
CUST_01523,Ryan,Clark,bullfrancis@example.com,East Rossview,current,2022-02-14,358,27298.01,True
CUST_01524,Clifford,White,ellie41@example.com,Emmastad,current,2025-12-16,421,74141.57,True
CUST_01525,Adam,Holland,dmartin@example.com,Morganstad,current,2023-03-01,778,58030.44,True
CUST_01526,Damien,Wright,louishunt@example.org,South Abigailside,current,2024-11-07,647,22246.29,True
CUST_01527,Lydia,Adams,williamssamuel@example.com,Joeltown,current,2025-09-06,423,47078.78,True
CUST_01528,Bruce,Smith,bethanyperry@example.com,Lake Joshuaview,current,2026-02-07,500,33418.95,False
CUST_01529,Abbie,Mitchell,robinbell@example.net,Iainland,current,2023-06-07,549,69131.04,True
CUST_01530,Joanne,Nixon,coxjoyce@example.org,West Adamport,current,2022-03-27,779,100002.14,True
CUST_01531,Abigail,Roberts,aadams@example.net,Milesshire,current,2021-07-14,613,58373.0,True
CUST_01532,Albert,Ahmed,awilliams@example.net,South Damien,current,2022-06-10,391,26639.82,True
CUST_01533,Janice,Willis,helenjames@example.org,Lake Gailton,savings,2024-12-31,564,22016.9,True
CUST_01534,Dawn,Myers,george94@example.com,East Lorraineport,current,2023-10-31,741,12803.77,True
CUST_01535,Sara,Rowley,sduffy@example.com,Robinsonstad,premium,2023-03-27,700,57785.39,True
CUST_01536,Emily,Wright,pjones@example.net,Gardnerburgh,current,2024-02-12,789,15675.84,True
CUST_01537,Margaret,Hughes,lorrainetucker@example.com,Lake Joanchester,savings,2023-09-29,784,76783.29,True
CUST_01538,Naomi,Harris,tracey18@example.net,Hayleybury,current,2025-10-19,744,50125.16,False
CUST_01539,Anne,Dyer,louise00@example.com,West Jamesborough,current,2024-11-26,568,28898.85,False
CUST_01540,Charlene,Williams,ymay@example.net,North Emilytown,current,2022-07-04,358,75108.31,True
CUST_01541,Paige,Webster,carolineevans@example.net,North Jane,premium,2022-02-06,339,65678.5,True
CUST_01542,Alice,Osborne,kellis@example.com,Lawrencetown,current,2021-03-11,599,50706.9,False
CUST_01543,Timothy,George,ggriffiths@example.net,Dawnhaven,savings,2021-09-12,694,26844.88,True
CUST_01544,Megan,Boyle,karenwatson@example.net,Andrewsview,savings,2022-07-02,617,75385.68,True
CUST_01545,Paula,Adams,kimberley84@example.net,North Ruthburgh,savings,2023-05-14,668,63532.11,True
CUST_01546,Yvonne,Wilkinson,sdickinson@example.com,West Graeme,premium,2022-12-22,538,23028.98,False
CUST_01547,Gavin,Thompson,dale85@example.net,New Dorothy,savings,2021-07-02,494,48436.79,True
CUST_01548,Shirley,Cooper,pgreenwood@example.org,South Katherine,current,2026-01-12,428,56065.02,False
CUST_01549,Jayne,Robson,liam07@example.org,O'Sullivanmouth,current,2025-10-02,455,9701.59,False
CUST_01550,Ann,Clarke,onelson@example.org,South Gerardmouth,savings,2022-05-22,736,39123.06,True
CUST_01551,Bradley,McLean,joanne11@example.org,Lake Joelchester,current,2023-09-05,506,59252.57,False
CUST_01552,Nigel,Fowler,nathan71@example.org,West Hugh,premium,2024-06-29,639,60190.93,True
CUST_01553,Clare,Atkins,patrickdavies@example.com,North Leahport,current,2025-02-02,639,24828.91,True
CUST_01554,Edward,Reed,mauricebrookes@example.net,Thomasport,current,2025-04-01,833,5747.49,True
CUST_01555,Rita,Smith,louis39@example.org,Joneshaven,current,2022-12-17,369,63707.84,False
CUST_01556,Alan,Davis,nicholsonjanet@example.org,New Guyland,savings,2021-04-01,816,40918.13,True
CUST_01557,Janet,Pearson,obrienalexander@example.net,New Melissamouth,current,2022-05-03,419,52456.66,True
CUST_01558,Bethany,Cole,lydialynch@example.net,Port Wayne,current,2024-04-26,516,54410.3,True
CUST_01559,Joel,Blake,gillian69@example.net,Port Danielle,current,2024-05-27,355,46359.82,True
CUST_01560,Ann,Smith,amandakerr@example.net,West Michelleland,premium,2025-01-06,754,16375.54,False
CUST_01561,Natalie,Walsh,martinwoods@example.org,New Barryborough,current,2024-11-12,403,31610.49,True
CUST_01562,Kieran,Archer,qmoore@example.net,New Phillip,current,2025-09-15,563,50504.43,True
CUST_01563,Brett,Iqbal,vkerr@example.net,New Mohamed,current,2024-10-04,630,56839.69,True
CUST_01564,Teresa,Hughes,stuart61@example.org,Greenshire,current,2023-05-10,849,62900.17,True
CUST_01565,Charlotte,Randall,janice97@example.com,Baxtermouth,savings,2025-05-04,326,60135.77,True
CUST_01566,Ruth,Davey,nross@example.net,Tonystad,current,2025-04-19,757,57249.38,True
CUST_01567,Aimee,Taylor,emiles@example.com,Lake Hannah,savings,2023-10-12,750,43053.26,True
CUST_01568,Carole,Henry,bradleykelly@example.com,Port Lawrence,current,2024-12-19,758,34924.21,False
CUST_01569,Owen,Young,johnsonchristine@example.com,Marybury,current,2024-04-14,798,41183.65,True
CUST_01570,Nigel,Hall,brendapatterson@example.com,Port Gailberg,savings,2022-01-07,807,44262.41,False
CUST_01571,Jessica,Baker,hugh32@example.org,Tracymouth,savings,2021-05-02,603,24365.31,True
CUST_01572,Leslie,Reid,katie43@example.com,West Martinfort,savings,2022-05-31,506,67267.21,True
CUST_01573,Tom,Nolan,mcdonaldtimothy@example.net,East Irene,current,2021-08-27,534,9972.6,True
CUST_01574,Georgina,Walker,yhughes@example.org,Lake Cameron,savings,2024-05-28,638,14448.59,True
CUST_01575,Gareth,Hussain,jlewis@example.org,Henryfort,savings,2022-09-16,836,48871.39,True
CUST_01576,Jamie,Morris,pdavies@example.org,Rachaeltown,premium,2023-03-12,318,32946.28,True
CUST_01577,Paul,Barrett,patkinson@example.net,North Trevor,savings,2023-07-29,749,28631.43,True
CUST_01578,Nigel,Thomson,rita83@example.com,Lake Garyshire,current,2023-11-13,575,75647.35,True
CUST_01579,Tina,Smith,mollystewart@example.org,Stonetown,current,2024-06-14,347,59072.83,True
CUST_01580,Aaron,Bennett,garykhan@example.net,Hancockport,savings,2025-07-24,839,48183.18,True
CUST_01581,Aimee,Edwards,katehardy@example.org,North Hazelmouth,savings,2021-07-12,490,57510.16,False
CUST_01582,Anna,Ellis,aaronwest@example.com,Aaronbury,savings,2021-12-20,313,62704.63,True
CUST_01583,Jacqueline,Bevan,qcooke@example.org,Christianland,current,2024-01-28,587,84083.15,True
CUST_01584,Jill,Wright,johnsonannette@example.com,Parsonsburgh,current,2021-05-25,770,34885.07,True
CUST_01585,Guy,Lord,sowen@example.net,Vincentshire,savings,2024-11-10,374,45027.59,False
CUST_01586,Tina,Simpson,tchapman@example.net,Port Brandon,current,2024-10-16,724,19464.54,True
CUST_01587,Natalie,Harding,dennispage@example.com,South Mariefort,savings,2025-02-17,810,77167.79,True
CUST_01588,Gail,Curtis,junespencer@example.org,Bennettview,current,2025-05-11,559,52099.37,True
CUST_01589,Judith,Wallace,hooperfrances@example.org,East Lyndaborough,premium,2022-04-03,492,56257.62,True
CUST_01590,Charlene,Sharp,charlenebryant@example.com,Yvonnechester,current,2023-07-21,392,27403.71,True
CUST_01591,Wayne,Osborne,atkinsonjohn@example.org,West Ashleighmouth,current,2023-05-19,729,55461.58,True
CUST_01592,Jade,Martin,martin51@example.net,East Lauraville,current,2022-09-04,342,71617.34,True
CUST_01593,Allan,Carter,terence75@example.com,North Guy,current,2023-09-10,506,53297.31,True
CUST_01594,Eleanor,Pearce,awood@example.net,Stonemouth,current,2025-04-15,521,54265.77,False
CUST_01595,Mathew,Johnson,bphillips@example.net,Port Kieran,current,2024-02-02,465,25394.78,True
CUST_01596,Carole,Parker,thompsontoby@example.net,East Joanfurt,current,2024-12-11,393,106238.94,False
CUST_01597,Danielle,Allen,jennifergreen@example.net,Port Charlestown,savings,2022-02-09,312,49826.44,True
CUST_01598,Kieran,Brown,alice85@example.org,Hillfurt,current,2023-01-23,737,21979.72,True
CUST_01599,Janice,Cooke,paige71@example.net,Lake Jacob,current,2024-07-30,837,36613.69,True
CUST_01600,Emily,Campbell,daviessteven@example.com,Port Dominic,premium,2024-08-06,449,49980.23,False
CUST_01601,Josh,Abbott,angela09@example.org,South Benjamin,savings,2021-09-09,307,49132.93,True
CUST_01602,Antony,Sinclair,guygrant@example.com,West Ryanshire,current,2025-01-29,738,59769.82,True
CUST_01603,Karl,Green,bbennett@example.org,Dylanshire,current,2022-04-28,443,61684.57,True
CUST_01604,Dean,Jones,zdawson@example.com,Lake Sarah,savings,2025-10-17,344,77873.81,True
CUST_01605,Bethany,Evans,nowen@example.org,Russellchester,premium,2025-08-09,538,24739.41,True
CUST_01606,Trevor,Brown,hollymorton@example.net,Holliemouth,savings,2025-11-22,514,74840.36,True
CUST_01607,Fiona,Sharp,hannah69@example.org,Benport,current,2025-08-07,387,32935.84,True
CUST_01608,Norman,Jackson,julian77@example.org,Albertfurt,current,2021-10-20,764,32269.49,False
CUST_01609,Eleanor,Read,wford@example.net,South Deanside,savings,2025-06-01,522,44327.75,True
CUST_01610,Katherine,Davies,nicola66@example.org,Port Bethchester,current,2022-07-17,665,54094.82,True
CUST_01611,Ian,Perkins,rachael05@example.org,Owenport,current,2022-09-13,575,28597.57,True
CUST_01612,Arthur,Tyler,charles10@example.org,Aimeefurt,savings,2025-05-14,567,6284.69,True
CUST_01613,Harriet,Vincent,debra17@example.net,Ryanland,current,2024-11-23,363,38503.35,True
CUST_01614,Jacqueline,Storey,jasmineclark@example.net,New Judith,current,2022-01-25,793,58127.15,True
CUST_01615,Stuart,Davidson,jessicaparkinson@example.org,Conorville,savings,2022-03-02,822,37083.69,True
CUST_01616,Ellie,Birch,cgould@example.net,Owenburgh,savings,2021-06-25,575,72345.46,True
CUST_01617,Guy,Gray,deborah90@example.com,Tinahaven,current,2021-09-05,349,35176.93,True
CUST_01618,Naomi,Hart,yoliver@example.org,Samuelville,current,2023-08-07,784,39302.49,False
CUST_01619,Scott,Davis,michellereynolds@example.org,South Dylan,savings,2021-06-03,383,43764.72,False
CUST_01620,Clare,Dobson,oahmed@example.org,Marcusmouth,current,2024-07-28,355,54588.83,True
CUST_01621,Christopher,Potts,lisasmith@example.net,South Kelly,savings,2025-07-18,659,55865.93,True
CUST_01622,Stacey,Hughes,trevordavies@example.org,East Marianfort,current,2024-02-11,392,20641.53,True
CUST_01623,Damian,Walker,nbradshaw@example.org,Samuelmouth,savings,2021-10-29,359,36025.67,True
CUST_01624,Andrew,Webb,tpoole@example.com,East Gemma,savings,2022-09-05,719,66808.69,True
CUST_01625,Carolyn,Cooper,jakeingram@example.org,North Bethanyside,savings,2026-02-17,312,37411.91,True
CUST_01626,Peter,Hilton,holdenstephanie@example.com,Laurabury,savings,2022-05-28,465,51641.3,True
CUST_01627,Stuart,Taylor,leigh58@example.net,South Denisside,premium,2021-08-06,682,62021.38,True
CUST_01628,Max,Palmer,gordonconnor@example.com,Morleyfort,current,2025-06-15,489,75011.43,True
CUST_01629,Clive,Bennett,daniel91@example.org,Abigailmouth,current,2021-04-07,752,75240.32,True
CUST_01630,Callum,Roberts,voliver@example.com,Marilynside,current,2021-05-20,427,42682.16,True
CUST_01631,Gerald,Leonard,lordcarole@example.org,Port Valerie,savings,2022-07-08,537,47328.76,True
CUST_01632,Colin,Walters,murphytina@example.com,South Jill,current,2025-03-22,364,42979.22,True
CUST_01633,Gemma,Burrows,chamberslynn@example.com,Leetown,premium,2024-07-07,546,44184.88,True
CUST_01634,Dennis,Freeman,dylanblackburn@example.net,New Kyle,current,2021-11-22,738,48784.64,True
CUST_01635,Valerie,Murphy,cooperjennifer@example.org,Port Garry,savings,2022-07-20,405,27720.82,False
CUST_01636,Jacqueline,Barker,rogerslynn@example.com,Teresashire,current,2022-04-08,388,17330.93,True
CUST_01637,Kim,Rees,elaine27@example.org,North Declanland,current,2024-07-11,829,67589.47,True
CUST_01638,Allan,Butler,maysian@example.com,East Joycechester,savings,2022-11-20,698,58633.81,True
CUST_01639,Sian,Schofield,zlambert@example.net,Nigelview,current,2021-04-21,405,52875.95,True
CUST_01640,Anna,Jackson,bethansmith@example.net,Lake Teresaberg,current,2021-10-15,824,6446.55,True
CUST_01641,Brian,Anderson,reesruth@example.org,Daviesshire,current,2023-06-14,331,39422.33,True
CUST_01642,Paula,Holmes,pickeringelizabeth@example.com,Lake Carole,current,2021-06-21,381,61903.16,True
CUST_01643,Bethany,Vaughan,owendoherty@example.org,Owenmouth,current,2022-05-10,500,-21495.11,True
CUST_01644,Robin,Porter,boothpeter@example.com,East Martynmouth,current,2025-06-25,510,15621.53,False
CUST_01645,Aimee,Taylor,katiegeorge@example.com,Cookefurt,current,2023-10-27,743,64028.99,False
CUST_01646,Chelsea,Gray,anthony96@example.org,Hillhaven,current,2022-11-11,317,37669.86,False
CUST_01647,Anthony,Hill,ihughes@example.com,Jacksonville,current,2022-01-26,738,30722.18,False
CUST_01648,Jordan,Mitchell,kyle04@example.net,Ericland,current,2022-05-19,523,78803.55,False
CUST_01649,Jasmine,Bennett,eric76@example.com,Mitchellshire,current,2025-04-29,787,50239.01,True
CUST_01650,Malcolm,Thompson,robinsonbilly@example.org,Jodieburgh,current,2023-04-15,487,19897.85,False
CUST_01651,Robert,Hutchinson,emurphy@example.net,South Gillian,current,2023-06-06,569,20334.62,True
CUST_01652,Olivia,Williams,vanessadean@example.org,Evanschester,current,2022-02-09,371,58214.47,True
CUST_01653,Glenn,Richards,staceyleach@example.org,Smithport,premium,2022-10-10,486,49335.51,True
CUST_01654,Albert,Martin,kathryntaylor@example.org,Mayfurt,current,2022-06-02,519,23053.95,True
CUST_01655,Chelsea,Harris,seanpreston@example.net,Fosterside,savings,2021-08-19,352,26826.99,True
CUST_01656,Sharon,Warren,ballan@example.com,Naomiville,savings,2023-09-01,536,30699.04,True
CUST_01657,Terence,Walker,williamjohnson@example.net,West Patricialand,savings,2025-01-05,705,72635.68,True
CUST_01658,Natalie,Tucker,katymahmood@example.org,Holtbury,current,2024-08-25,546,82460.41,True
CUST_01659,Hazel,Lewis,qwilson@example.org,South Georgiaton,current,2024-05-16,371,69925.35,True
CUST_01660,Clive,Warren,janenicholson@example.net,South Kathryn,current,2022-11-26,843,33758.19,True
CUST_01661,Diana,Cook,mbentley@example.net,Lloydchester,current,2023-06-23,686,38903.92,True
CUST_01662,Joe,Francis,harryhussain@example.org,New Carol,savings,2025-07-05,648,59778.31,True
CUST_01663,Frank,Harvey,brianfrancis@example.com,Lake Sophie,premium,2025-04-21,554,94587.79,True
CUST_01664,Richard,Norris,rwood@example.org,East Thomasstad,current,2023-09-27,682,90343.6,True
CUST_01665,Christine,Parkinson,samuelroberts@example.org,Port Zoeshire,current,2022-06-11,705,58402.0,True
CUST_01666,Dean,Thompson,katy77@example.com,Rogerton,current,2023-08-05,575,72316.36,True
CUST_01667,Natalie,Hughes,parkinsonmaria@example.org,Port Janice,current,2024-07-30,799,32253.85,True
CUST_01668,Vanessa,Nicholson,obutler@example.org,Tinaberg,savings,2025-06-29,780,54167.73,True
CUST_01669,Kathryn,Doyle,simon48@example.com,Lake Leonard,savings,2024-08-28,572,25004.94,True
CUST_01670,Catherine,Perry,rperry@example.com,West Gailmouth,current,2023-04-19,408,29329.56,True
CUST_01671,Alex,Griffiths,debra89@example.net,North Marion,current,2022-06-27,578,26269.87,True
CUST_01672,Norman,Abbott,margaretmorris@example.com,Andreaton,savings,2024-10-13,773,31644.41,True
CUST_01673,Donald,Briggs,vwood@example.net,Adamville,current,2021-10-04,410,43608.44,True
CUST_01674,Stacey,Fletcher,vwilliams@example.com,Lake Ritaburgh,current,2021-09-15,796,62799.75,True
CUST_01675,Abdul,Law,fsmith@example.net,New Irene,savings,2022-12-26,455,32862.7,False
CUST_01676,Frank,Lawrence,georgina49@example.com,Dianastad,current,2026-02-01,301,54153.73,False
CUST_01677,Sylvia,Gregory,wilsoncolin@example.org,South Timothy,current,2022-08-29,810,34475.04,True
CUST_01678,Rebecca,Smith,marion97@example.org,West Harriet,premium,2022-07-26,393,72766.76,False
CUST_01679,Angela,Bailey,donnawaters@example.org,Stevensonside,current,2023-02-10,637,33012.67,True
CUST_01680,Andrea,Carr,hudsonlawrence@example.net,Jonathanchester,savings,2024-07-12,766,22799.93,True
CUST_01681,Rosemary,Wade,gmitchell@example.org,East Judithborough,savings,2025-07-04,442,45425.61,True
CUST_01682,Peter,Sutton,paigewoods@example.net,Youngborough,current,2021-08-21,778,62734.65,True
CUST_01683,James,Walker,rickydoherty@example.net,South Stephanieborough,savings,2025-08-08,770,16488.13,True
CUST_01684,Iain,White,shaunhughes@example.com,Lake Keithmouth,savings,2025-10-16,607,61258.28,True
CUST_01685,Eileen,Brown,burtonmaureen@example.com,Turnertown,current,2024-04-30,666,13937.36,True
CUST_01686,Gerald,Bishop,jchandler@example.com,South Garryland,premium,2025-01-09,439,38970.05,True
CUST_01687,Keith,Taylor,mary55@example.com,Ritamouth,savings,2021-10-07,780,47623.8,True
CUST_01688,Michelle,Smith,dharris@example.org,East Lewisshire,savings,2024-07-06,371,46728.57,True
CUST_01689,Denis,Hammond,hollie50@example.net,Elaineville,current,2024-11-18,489,62621.43,True
CUST_01690,Angela,Ellis,ithomson@example.net,Port Michael,current,2022-02-22,341,76120.01,True
CUST_01691,Christopher,Hale,owenhazel@example.net,East Dianetown,savings,2024-11-12,438,83248.19,True
CUST_01692,Teresa,Richards,fgriffiths@example.org,Liamstad,current,2025-08-23,780,62283.08,True
CUST_01693,Christine,Burgess,henrylong@example.org,South Lynne,savings,2025-07-06,715,67554.24,True
CUST_01694,Patrick,Holmes,millerfrederick@example.net,Pricemouth,savings,2025-08-12,723,48571.81,True
CUST_01695,Abbie,Clarke,janet71@example.org,Lake Luke,savings,2024-06-26,706,41027.19,True
CUST_01696,Josh,Lawson,kenneth04@example.net,Wilsonburgh,savings,2023-07-01,792,57659.35,True
CUST_01697,Jasmine,Gibson,maureen30@example.net,Lloydberg,current,2025-11-21,491,28320.31,True
CUST_01698,Helen,Clark,morrislee@example.com,Schofieldstad,current,2025-08-03,526,42214.16,True
CUST_01699,Carol,Ali,yjones@example.net,Port Allanbury,current,2025-12-31,670,41106.05,True
CUST_01700,Philip,Burton,gailwhitehead@example.org,Lake Kathleen,current,2023-04-24,414,43716.24,True
CUST_01701,Ashleigh,Smith,iansmith@example.net,West Guy,current,2024-01-31,749,55108.09,True
CUST_01702,Terry,Taylor,lhunter@example.org,Webbberg,current,2023-08-31,572,48916.9,True
CUST_01703,Kelly,Horton,janenelson@example.org,Port Leigh,premium,2024-05-13,305,21554.79,True
CUST_01704,Carl,Robinson,dorothy98@example.net,Stephensfurt,current,2024-07-19,849,67937.58,True
CUST_01705,Beth,Nicholls,tinafranklin@example.net,Brownefurt,premium,2022-07-31,418,48219.58,True
CUST_01706,Ryan,Mills,walkerann@example.net,Alexandershire,savings,2023-12-07,517,95670.32,True
CUST_01707,Samantha,Bennett,kieran68@example.com,Port Colin,current,2021-06-15,476,62520.94,True
